source_page,source_domain,dead_destination,dead_destination_domain,recommended_replacement_slug,replacement_domain,recommendation_type,confidence_score,reason,apply_round
/guide/divorce/divorce-asset-discovered-after-trial,divorce,/guide/divorce/divorce-in-laws-nominee-asset,divorce,divorce-in-laws-care-cost-dispute,divorce,replace_low,0.744,"sim 0.68, needs review",hold_low_confidence
/guide/divorce/divorce-asset-discovered-after-trial,divorce,/guide/divorce/divorce-additional-property-division,divorce,divorce-cohabitation-property-division,divorce,replace,0.843,"replace + sim≥0.85 + repl_exists + priority, conf=0.84",round1_replace_high_confidence
/guide/divorce/divorce-asset-discovered-after-trial,divorce,/guide/divorce/divorce-cryptocurrency-division,divorce,divorce-crypto-asset-division,divorce,replace,0.81,"sim 0.80, needs review",hold_low_confidence
/guide/defamation/defamation-employer-reference-leak,defamation,/guide/defamation/defamation-publicity-element-defense,defamation,defamation-youtube-comment-truth-defense,defamation,replace_low,0.744,"sim 0.68, needs review",hold_low_confidence
/guide/defamation/defamation-employer-reference-leak,defamation,/guide/defamation/defamation-truth-public-interest,defamation,defamation-public-figure-standard,defamation,replace,0.76,"sim 0.71, needs review",hold_low_confidence
/guide/defamation/defamation-employer-reference-leak,defamation,/guide/defamation/defamation-police-investigation-prep,defamation,defamation-complaint-prep,defamation,replace_low,0.75,"sim 0.69, needs review",hold_low_confidence
/guide/defamation/defamation-anonymous-board-counter,defamation,/guide/defamation/defamation-purpose-of-slander-defense,defamation,defamation-youtube-comment-truth-defense,defamation,replace_low,0.728,"sim 0.65, needs review",hold_low_confidence
/guide/defamation/defamation-anonymous-board-counter,defamation,/guide/defamation/defamation-insult-difference,defamation,defamation-group-chat-insult-evidence,defamation,replace,0.76,"sim 0.71, needs review",hold_low_confidence
/guide/defamation/defamation-doctor-malpractice-review,defamation,/guide/defamation/defamation-truth-public-interest,defamation,defamation-public-figure-standard,defamation,replace,0.76,"sim 0.71, needs review",hold_low_confidence
/guide/defamation/defamation-doctor-malpractice-review,defamation,/guide/defamation/defamation-purpose-of-slander-defense,defamation,defamation-youtube-comment-truth-defense,defamation,replace_low,0.728,"sim 0.65, needs review",hold_low_confidence
/guide/defamation/defamation-doctor-malpractice-review,defamation,/guide/defamation/defamation-police-investigation-prep,defamation,defamation-complaint-prep,defamation,replace_low,0.75,"sim 0.69, needs review",hold_low_confidence
/guide/jeonse/jeonse-tax-arrears-priority-payment,jeonse,/guide/jeonse/jeonse-lease-registration-procedure,jeonse,lease-registration-order-process,jeonse,replace,0.766,"sim 0.72, needs review",hold_low_confidence
/guide/jeonse/jeonse-tax-arrears-priority-payment,jeonse,/guide/jeonse/jeonse-deposit-return-lawsuit,jeonse,jeonse-deposit-return-comprehensive-guide,jeonse,replace,0.76,"sim 0.71, needs review",hold_low_confidence
/guide/jeonse/jeonse-tax-arrears-priority-payment,jeonse,/guide/jeonse/jeonse-hug-insurance-claim,jeonse,jeonse-insurance-claim-checklist,jeonse,replace,0.788,"sim 0.76, needs review",hold_low_confidence
/guide/jeonse/jeonse-tax-arrears-priority-payment,jeonse,/guide/jeonse/jeonse-auction-distribution-claim,jeonse,jeonse-auction-priority-distribution-procedure,jeonse,replace,0.772,"sim 0.73, needs review",hold_low_confidence
/guide/jeonse/jeonse-tax-arrears-priority-payment,jeonse,/guide/jeonse-fraud/jeonse-fraud-victim-application,jeonse-fraud,jeonse-fraud-victim-application-docs,jeonse-fraud,replace,0.882,"replace + sim≥0.85 + repl_exists + priority, conf=0.88",round1_replace_high_confidence
/guide/jeonse/jeonse-monthly-renewal-cap,jeonse,/guide/jeonse/jeonse-renewal-request-procedure,jeonse,jeonse-deposit-not-returned-move-out-procedure,jeonse,replace_low,0.722,"sim 0.64, needs review",hold_low_confidence
/guide/jeonse/jeonse-monthly-renewal-cap,jeonse,/guide/jeonse/jeonse-dispute-mediation-application,jeonse,jeonse-deposit-illegal-deduction-fight,jeonse,replace_low,0.683,"sim 0.57, needs review",hold_low_confidence
/guide/jeonse/jeonse-monthly-renewal-cap,jeonse,/guide/jeonse/jeonse-implied-renewal-terms,jeonse,jeonse-implicit-renewal-termination,jeonse,replace,0.804,"sim 0.79, needs review",hold_low_confidence
/guide/jeonse/jeonse-monthly-renewal-cap,jeonse,/guide/jeonse/jeonse-deposit-monthly-conversion-rate,jeonse,jeonse-monthly-conversion-calculation,jeonse,replace,0.782,"sim 0.75, needs review",hold_low_confidence
/guide/jeonse/jeonse-monthly-renewal-cap,jeonse,/guide/jeonse/jeonse-rent-adjustment-lawsuit,jeonse,jeonse-rent-increase-dispute,jeonse,replace_low,0.695,"sim 0.59, needs review",hold_low_confidence
/guide/child-support/child-support-shared-custody-payment,child-support,/guide/child-support/child-support-modification-procedure,child-support,child-support-modification-income-change,child-support,replace,0.804,"sim 0.79, needs review",hold_low_confidence
/guide/child-support/child-support-shared-custody-payment,child-support,/guide/child-support/child-support-enforcement-procedure,child-support,child-support-enforcement-method,child-support,replace,0.832,"replace + sim≥0.85 + repl_exists + priority, conf=0.83",round1_replace_high_confidence
/guide/child-support/child-support-shared-custody-payment,child-support,/guide/child-support/child-support-family-mediation,child-support,child-support-lump-sum-negotiation,child-support,replace,0.782,"sim 0.75, needs review",hold_low_confidence
/guide/child-support/child-support-shared-custody-payment,child-support,/guide/child-support/child-support-actual-cost-agreement,child-support,child-support-shared-custody-payment,child-support,replace,0.755,"sim 0.70, needs review",hold_low_confidence
/guide/stalking/stalking-ex-coworker-checklist,stalking,/guide/stalking/stalking-evidence-collection-checklist,stalking,stalking-evidence-collection-faq,stalking,replace,0.827,"sim 0.83, needs review",hold_low_confidence
/guide/stalking/stalking-ex-coworker-checklist,stalking,/guide/stalking/stalking-protective-order-violation,stalking,stalking-emergency-protection-order-apply,stalking,replace_low,0.733,"sim 0.66, needs review",hold_low_confidence
/guide/stalking/stalking-ex-coworker-checklist,stalking,/guide/stalking/stalking-kisa-information-removal,stalking,stalking-accused-normal-contact-proof,stalking,replace_low,0.7,"sim 0.60, needs review",hold_low_confidence
/guide/stalking/stalking-ex-coworker-checklist,stalking,/guide/stalking/stalking-civil-damages-claim,stalking,stalking-victim-checklist,stalking,replace_low,0.7,"sim 0.60, needs review",hold_low_confidence
/guide/defamation/defamation-cafe-id-disclosure-request,defamation,/guide/defamation/defamation-criminal-complaint-procedure,defamation,defamation-complaint-prep,defamation,replace,0.782,"sim 0.75, needs review",hold_low_confidence
/guide/defamation/defamation-cafe-id-disclosure-request,defamation,/guide/defamation/defamation-illegality-exception,defamation,defamation-reverse-false-accusation,defamation,replace_low,0.706,"sim 0.61, needs review",hold_low_confidence
/guide/defamation/defamation-cafe-id-disclosure-request,defamation,/guide/defamation/defamation-cyber-damages-claim,defamation,defamation-damages-amount-standard,defamation,replace_low,0.733,"sim 0.66, needs review",hold_low_confidence
/guide/defamation/defamation-cafe-id-disclosure-request,defamation,/guide/defamation/defamation-personal-info-disclosure,defamation,defamation-cafe-id-disclosure-request,defamation,replace_low,0.75,"sim 0.69, needs review",hold_low_confidence
/guide/defamation/defamation-cafe-id-disclosure-request,defamation,/guide/defamation/defamation-evidence-collection,defamation,online-defamation-evidence-collection,defamation,replace,0.865,"replace + sim≥0.85 + repl_exists + priority, conf=0.86",round1_replace_high_confidence
/guide/defamation/defamation-job-review-app-defense,defamation,/guide/defamation/defamation-illegality-exception,defamation,defamation-reverse-false-accusation,defamation,replace_low,0.706,"sim 0.61, needs review",hold_low_confidence
/guide/defamation/defamation-job-review-app-defense,defamation,/guide/defamation/defamation-criminal-complaint-procedure,defamation,defamation-complaint-prep,defamation,replace,0.782,"sim 0.75, needs review",hold_low_confidence
/guide/defamation/defamation-job-review-app-defense,defamation,/guide/defamation/defamation-cyber-accusation-defense,defamation,defamation-false-accusation-neighbor,defamation,replace,0.755,"sim 0.70, needs review",hold_low_confidence
/guide/defamation/defamation-job-review-app-defense,defamation,/guide/defamation/defamation-settlement-amount-standard,defamation,defamation-settlement-amount-guide,defamation,replace,0.838,"replace + sim≥0.85 + repl_exists + priority, conf=0.84",round1_replace_high_confidence
/guide/defamation/defamation-job-review-app-defense,defamation,/guide/defamation/defamation-civil-damages-claim,defamation,defamation-youtube-realname-attack-civil-damages-victim,defamation,replace_low,0.733,"sim 0.66, needs review",hold_low_confidence
/guide/defamation/defamation-screenshot-redistribute-liability,defamation,/guide/defamation/defamation-criminal-complaint-procedure,defamation,defamation-complaint-prep,defamation,replace,0.782,"sim 0.75, needs review",hold_low_confidence
/guide/defamation/defamation-screenshot-redistribute-liability,defamation,/guide/defamation/defamation-illegality-exception,defamation,defamation-reverse-false-accusation,defamation,replace_low,0.706,"sim 0.61, needs review",hold_low_confidence
/guide/defamation/defamation-screenshot-redistribute-liability,defamation,/guide/defamation/defamation-evidence-collection,defamation,online-defamation-evidence-collection,defamation,replace,0.865,"replace + sim≥0.85 + repl_exists + priority, conf=0.86",round1_replace_high_confidence
/guide/defamation/defamation-screenshot-redistribute-liability,defamation,/guide/defamation/defamation-settlement-amount-standard,defamation,defamation-settlement-amount-guide,defamation,replace,0.838,"replace + sim≥0.85 + repl_exists + priority, conf=0.84",round1_replace_high_confidence
/guide/defamation/defamation-screenshot-redistribute-liability,defamation,/guide/defamation/defamation-cyber-damages-claim,defamation,defamation-damages-amount-standard,defamation,replace_low,0.733,"sim 0.66, needs review",hold_low_confidence
/guide/jeonse/jeonse-landlord-bankruptcy-priority-payment,jeonse,/guide/jeonse/jeonse-lease-right-registration,jeonse,jeonse-tenant-registration-requirement,jeonse,replace_low,0.739,"sim 0.67, needs review",hold_low_confidence
/guide/jeonse/jeonse-landlord-bankruptcy-priority-payment,jeonse,/guide/jeonse/jeonse-hug-guarantee-claim,jeonse,jeonse-refund-overdue-interest-claim,jeonse,replace_low,0.728,"sim 0.65, needs review",hold_low_confidence
/guide/jeonse/jeonse-landlord-bankruptcy-priority-payment,jeonse,/guide/jeonse/jeonse-deposit-return-lawsuit,jeonse,jeonse-deposit-return-comprehensive-guide,jeonse,replace,0.76,"sim 0.71, needs review",hold_low_confidence
/guide/jeonse/jeonse-landlord-bankruptcy-priority-payment,jeonse,/guide/jeonse/jeonse-priority-small-tenant,jeonse,jeonse-tax-arrears-priority-payment,jeonse,replace_low,0.717,"sim 0.63, needs review",hold_low_confidence
/guide/jeonse/jeonse-landlord-bankruptcy-priority-payment,jeonse,/guide/jeonse/jeonse-move-out-checklist,jeonse,jeonse-insurance-claim-checklist,jeonse,replace_low,0.739,"sim 0.67, needs review",hold_low_confidence
/guide/jeonse/jeonse-renewal-refused-relocation-cost,jeonse,/guide/jeonse/jeonse-renewal-right-exercise,jeonse,jeonse-renewal-landlord-refusal,jeonse,replace_low,0.717,"sim 0.63, needs review",hold_low_confidence
/guide/jeonse/jeonse-renewal-refused-relocation-cost,jeonse,/guide/jeonse/jeonse-renewal-refused-damages,jeonse,jeonse-renewal-refused-relocation-cost,jeonse,replace,0.777,"sim 0.74, needs review",hold_low_confidence
/guide/jeonse/jeonse-renewal-refused-relocation-cost,jeonse,/guide/jeonse/jeonse-deposit-return-procedure,jeonse,jeonse-deposit-not-returned-move-out-procedure,jeonse,replace,0.816,"sim 0.81, needs review",hold_low_confidence
/guide/jeonse/jeonse-renewal-refused-relocation-cost,jeonse,/guide/jeonse/jeonse-lease-right-registration,jeonse,jeonse-tenant-registration-requirement,jeonse,replace_low,0.739,"sim 0.67, needs review",hold_low_confidence
/guide/jeonse/jeonse-renewal-refused-relocation-cost,jeonse,/guide/jeonse/jeonse-deposit-return-lawsuit,jeonse,jeonse-deposit-return-comprehensive-guide,jeonse,replace,0.76,"sim 0.71, needs review",hold_low_confidence
/guide/dismissal/dismissal-probation-skill-deficient-relief,dismissal,/guide/dismissal/dismissal-notice-procedure-violation,dismissal,dismissal-notice-pay-calculation,dismissal,replace,0.788,"sim 0.76, needs review",hold_low_confidence
/guide/dismissal/dismissal-probation-skill-deficient-relief,dismissal,/guide/dismissal/dismissal-probation-contract-conditions,dismissal,dismissal-immediate-fire-conditions,dismissal,replace_low,0.744,"sim 0.68, needs review",hold_low_confidence
/guide/dismissal/dismissal-probation-skill-deficient-relief,dismissal,/guide/dismissal/dismissal-evaluation-drop-illegality,dismissal,dismissal-pip-evaluation-process-flaw,dismissal,replace,0.76,"sim 0.71, needs review",hold_low_confidence
/guide/dismissal/dismissal-probation-skill-deficient-relief,dismissal,/guide/dismissal/dismissal-monetary-compensation-procedure,dismissal,dismissal-unfair-monetary-compensation,dismissal,replace,0.799,"sim 0.78, needs review",hold_low_confidence
/guide/dismissal/dismissal-disability-accommodation-fail-relief,dismissal,/guide/dismissal/dismissal-disability-discrimination-complaint,dismissal,dismissal-disability-accommodation-fail-relief,dismissal,replace_low,0.733,"sim 0.66, needs review",hold_low_confidence
/guide/dismissal/dismissal-disability-accommodation-fail-relief,dismissal,/guide/dismissal/dismissal-written-notice-obligation,dismissal,dismissal-union-office-eviction,dismissal,replace_low,0.755,"sim 0.70, needs review",hold_low_confidence
/guide/dismissal/dismissal-disability-accommodation-fail-relief,dismissal,/guide/dismissal/dismissal-workplace-discrimination-relief,dismissal,dismissal-strike-participation-relief,dismissal,replace,0.777,"sim 0.74, needs review",hold_low_confidence
